dataset	method	epsilon	time	pairs
cell438	PSI	12	0.0034588473333333333	0
cell438	PSI	14	0.003495891	0
cell438	PSI	16	0.0034055816666666667	0
cell438	PSI	18	0.003431426333333333	0
cell438	PSI	20	0.004799186666666667	0
cell439	BFE	10	0.023353062	0
cell439	BFE	12	0.023212630333333335	0
cell439	BFE	14	0.025100464	0
cell439	BFE	16	0.040006266666666665	3
cell439	BFE	18	0.040274419666666665	3
cell439	BFE	20	0.046410209	3
cell439	PSI	10	0.005264692333333333	0
cell439	PSI	12	0.005493013666666666	0
cell439	PSI	14	0.006515672	0
cell439	PSI	16	0.008696025666666666	3
cell439	PSI	18	0.009001096	3
cell439	PSI	20	0.009570859666666666	3
cell44	BFE	10	0.09600855466666668	58
cell44	BFE	12	0.11073424333333333	86
cell44	BFE	14	0.11723473	113
cell44	BFE	16	0.13737515733333336	158
cell44	BFE	18	0.14721655600000003	187
cell44	BFE	20	0.16859728000000002	230
cell44	PSI	10	0.042349884666666664	58
cell44	PSI	12	0.047869243666666665	86
cell44	PSI	14	0.05432050066666666	113
cell44	PSI	16	0.06128935533333332	158
cell44	PSI	18	0.06649029933333334	187
cell44	PSI	20	0.08077737999999998	230
cell440	BFE	10	0.09062744766666667	43
cell440	BFE	12	0.093064774	53
cell440	BFE	14	0.10471746733333334	72
cell440	BFE	16	0.10919861633333333	87
cell440	BFE	18	0.11807060866666666	111
cell440	BFE	20	0.14024435333333332	140
cell440	PSI	10	0.039658383666666665	43
cell440	PSI	12	0.04248194533333334	53
cell440	PSI	14	0.047113899333333334	72
cell440	PSI	16	0.051572219999999995	87
cell440	PSI	18	0.05527022	111
cell440	PSI	20	0.06915438233333335	140
cell441	BFE	10	0.07748825066666666	20
cell441	BFE	12	0.08619755233333333	38
cell441	BFE	14	0.097907232	59
cell441	BFE	16	0.10822051233333334	81
cell441	BFE	18	0.115211355	98
cell441	BFE	20	0.13855491499999997	114
cell441	PSI	10	0.032110263666666666	20
cell441	PSI	12	0.037367388333333335	38
cell441	PSI	14	0.04315008066666667	59
cell441	PSI	16	0.04927986066666667	81
cell441	PSI	18	0.05504585766666666	98
cell441	PSI	20	0.06242524333333334	114
cell442	BFE	10	0.027228028666666668	0
cell442	BFE	12	0.026982156666666667	0
cell442	BFE	14	0.043551424666666665	3
cell442	BFE	16	0.04271539466666666	3
cell442	BFE	18	0.043049611333333335	3
cell442	BFE	20	0.043380189	3
cell442	PSI	10	0.007297599333333332	0
cell442	PSI	12	0.007293632	0
cell442	PSI	14	0.020078133666666664	3
cell442	PSI	16	0.020648028333333332	3
cell442	PSI	18	0.018949129	3
cell442	PSI	20	0.017305881666666665	3
cell443	BFE	10	0.03983134766666666	3
cell443	BFE	12	0.040325555666666665	3
cell443	BFE	14	0.039867970333333336	3
cell443	BFE	16	0.04157350933333333	5
cell443	BFE	18	0.04557706166666667	11
cell443	BFE	20	0.05162847266666667	14
cell443	PSI	10	0.009549429333333333	3
cell443	PSI	12	0.009764388	3
cell443	PSI	14	0.014952346666666666	3
cell443	PSI	16	0.019643277	5
cell443	PSI	18	0.015766055666666667	11
cell443	PSI	20	0.016706283333333335	14
cell444	BFE	10	0.023879157666666664	0
cell444	BFE	12	0.024431934333333332	0
cell444	BFE	14	0.024141112333333332	0
cell444	BFE	16	0.03965583466666667	3
cell444	BFE	18	0.039774835333333335	3
cell444	BFE	20	0.03933088533333333	3
cell444	PSI	10	0.005882414666666666	0
cell444	PSI	12	0.006115303666666667	0
cell444	PSI	14	0.006259604666666667	0
cell444	PSI	16	0.008337116333333333	3
cell444	PSI	18	0.008295288	3
cell444	PSI	20	0.008258545333333332	3
cell445	BFE	10	0.044963123	6
cell445	BFE	12	0.04620738466666667	6
cell445	BFE	14	0.04740730666666667	9
cell445	BFE	16	0.04836324	9
cell445	BFE	18	0.052880868	15
cell445	BFE	20	0.07031879733333334	20
cell445	PSI	10	0.017740111	6
cell445	PSI	12	0.015198215333333332	6
cell445	PSI	14	0.016879434	9
cell445	PSI	16	0.017127025	9
cell445	PSI	18	0.029176944	15
cell445	PSI	20	0.023907486666666665	20
cell446	BFE	10	0.09338162	50
cell446	BFE	12	0.10161958533333333	61
cell446	BFE	14	0.12015282200000002	85
cell446	BFE	16	0.12299243333333333	104
cell446	BFE	18	0.13689993733333333	125
cell446	BFE	20	0.15472450633333332	136
cell446	PSI	10	0.04007046266666667	50
cell446	PSI	12	0.044603366666666665	61
cell446	PSI	14	0.05094024666666667	85
cell446	PSI	16	0.054555896333333326	104
cell446	PSI	18	0.057842559	125
cell446	PSI	20	0.06884093933333334	136
cell447	BFE	10	0.05630900233333334	16
cell447	BFE	12	0.06883842733333333	18
cell447	BFE	14	0.07189285066666667	24
cell447	BFE	16	0.07502779966666667	31
cell447	BFE	18	0.08003021466666667	36
cell447	BFE	20	0.087084728	43
cell447	PSI	10	0.023347076666666668	16
cell447	PSI	12	0.02337819266666667	18
cell447	PSI	14	0.02820699	24
cell447	PSI	16	0.03250159933333333	31
cell447	PSI	18	0.033588313333333335	36
cell447	PSI	20	0.03528539766666666	43
cell448	BFE	10	0.08293952333333333	42
cell448	BFE	12	0.09121046866666667	52
cell448	BFE	14	0.09331157366666666	59
cell448	BFE	16	0.09877051733333334	68
cell448	BFE	18	0.10370253833333334	76
cell448	BFE	20	0.110595165	92
cell448	PSI	10	0.03426042966666666	42
cell448	PSI	12	0.03893396833333333	52
cell448	PSI	14	0.041821252333333336	59
cell448	PSI	16	0.042674002	68
cell448	PSI	18	0.04538704666666666	76
cell448	PSI	20	0.051468858	92
cell449	BFE	10	0.026036241	0
cell449	BFE	12	0.025344468999999998	0
cell449	BFE	14	0.025711175333333332	0
cell449	BFE	16	0.027242841333333333	0
cell449	BFE	18	0.026702418666666665	0
cell449	BFE	20	0.026580679	0
cell449	PSI	10	0.0064643339999999995	0
cell449	PSI	12	0.006571534666666667	0
cell449	PSI	14	0.006608714666666667	0
cell449	PSI	16	0.007894471333333333	0
cell449	PSI	18	0.007764263666666667	0
cell449	PSI	20	0.008364052	0
cell45	BFE	10	0.054405526333333336	14
cell45	BFE	12	0.05731658566666666	19
cell45	BFE	14	0.06416786533333334	30
cell45	BFE	16	0.08237243633333333	40
cell45	BFE	18	0.08990247666666666	52
cell45	BFE	20	0.09946263966666666	66
cell45	PSI	10	0.029568218333333333	14
cell45	PSI	12	0.03302389	19
cell45	PSI	14	0.02977244166666667	30
cell45	PSI	16	0.033686624	40
cell45	PSI	18	0.038036402999999996	52
cell45	PSI	20	0.04563963933333333	66
cell450	BFE	10	0.053058265	5
cell450	BFE	12	0.054065099000000005	5
cell450	BFE	14	0.06927756833333334	9
cell450	BFE	16	0.06897965866666667	9
cell450	BFE	18	0.07020152033333334	14
cell450	BFE	20	0.071738497	16
cell450	PSI	10	0.028200100333333332	5
cell450	PSI	12	0.029539312	5
cell450	PSI	14	0.020745098666666666	9
cell450	PSI	16	0.021613283333333334	9
cell450	PSI	18	0.023232265666666665	14
cell450	PSI	20	0.023823279333333332	16
cell451	BFE	10	0.063657979	11
cell451	BFE	12	0.06614481233333333	16
cell451	BFE	14	0.078766999	22
cell451	BFE	16	0.07923149733333333	25
cell451	BFE	18	0.08658754866666668	33
cell451	BFE	20	0.089986293	36
cell451	PSI	10	0.024598944666666667	11
cell451	PSI	12	0.02722582866666667	16
cell451	PSI	14	0.029236754666666667	22
cell451	PSI	16	0.032087012	25
cell451	PSI	18	0.038284922666666665	33
cell451	PSI	20	0.040175363666666665	36
cell452	BFE	10	0.08467335566666667	36
cell452	BFE	12	0.09227870166666667	42
cell452	BFE	14	0.095336107	44
cell452	BFE	16	0.100827431	55
cell452	BFE	18	0.11042884166666667	68
cell452	BFE	20	0.11745072499999999	79
cell452	PSI	10	0.041987137	36
cell452	PSI	12	0.041871413333333336	42
cell452	PSI	14	0.044839383000000003	44
cell452	PSI	16	0.047108134333333336	55
cell452	PSI	18	0.05110047633333334	68
cell452	PSI	20	0.055617235333333334	79
cell453	BFE	10	0.060630820999999994	3
cell453	BFE	12	0.06482704933333333	6
cell453	BFE	14	0.07676758333333333	6
cell453	BFE	16	0.069399658	6
cell453	BFE	18	0.072620203	9
cell453	BFE	20	0.07468146866666667	13
cell453	PSI	10	0.024256309333333333	3
cell453	PSI	12	0.025650152666666665	6
cell453	PSI	14	0.030366155	6
cell453	PSI	16	0.026867821666666666	6
cell453	PSI	18	0.02938666466666667	9
cell453	PSI	20	0.029547385666666665	13
cell454	BFE	10	0.08504395433333334	27
cell454	BFE	12	0.08663099466666667	41
cell454	BFE	14	0.087052052	42
cell454	BFE	16	0.10112685433333334	57
cell454	BFE	18	0.10416416766666667	68
cell454	BFE	20	0.10776780999999999	76
cell454	PSI	10	0.03288493566666666	27
cell454	PSI	12	0.038781887	41
cell454	PSI	14	0.040642964	42
cell454	PSI	16	0.043679436333333335	57
cell454	PSI	18	0.04769552466666667	68
cell454	PSI	20	0.05035445533333333	76
cell455	BFE	10	0.043026620333333335	0
cell455	BFE	12	0.06025121433333334	3
cell455	BFE	14	0.059868967	8
cell455	BFE	16	0.06157703566666667	11
cell455	BFE	18	0.07871964433333334	18
cell455	BFE	20	0.07825637466666667	26
cell455	PSI	10	0.01609498666666667	0
cell455	PSI	12	0.029067119666666665	3
cell455	PSI	14	0.024940089999999998	8
cell455	PSI	16	0.025284566666666668	11
cell455	PSI	18	0.02969045	18
cell455	PSI	20	0.032180018666666664	26
cell456	BFE	10	0.09479505866666668	51
cell456	BFE	12	0.10860144933333332	70
cell456	BFE	14	0.11160177533333333	83
cell456	BFE	16	0.121654729	106
cell456	BFE	18	0.13020974700000001	120
cell456	BFE	20	0.144761791	140
cell456	PSI	10	0.04063172733333333	51
cell456	PSI	12	0.048061971333333335	70
cell456	PSI	14	0.05201322333333334	83
cell456	PSI	16	0.05682957566666667	106
cell456	PSI	18	0.061926275999999995	120
cell456	PSI	20	0.06730400133333334	140
cell457	BFE	10	0.05237352333333334	9
cell457	BFE	12	0.060574056	25
cell457	BFE	14	0.07611478133333334	33
cell457	BFE	16	0.08547750833333334	45
cell457	BFE	18	0.087348265	53
cell457	BFE	20	0.098892753	63
cell457	PSI	10	0.030647359666666665	9
cell457	PSI	12	0.02841282733333333	25
cell457	PSI	14	0.03270047433333333	33
cell457	PSI	16	0.033773828666666665	45
cell457	PSI	18	0.039948003	53
cell457	PSI	20	0.049684374333333337	63
cell458	BFE	10	0.019678066666666667	0
cell458	BFE	12	0.019482053333333332	0
cell458	BFE	14	0.019274853333333335	0
cell458	BFE	16	0.019358838	0
cell458	BFE	18	0.019463598000000002	0
cell458	BFE	20	0.019841452666666665	0
cell458	PSI	10	0.003187294	0
cell458	PSI	12	0.003202452	0
cell458	PSI	14	0.0032577883333333333	0
cell458	PSI	16	0.0033083640000000003	0
cell458	PSI	18	0.0032354296666666665	0
cell458	PSI	20	0.0032197936666666666	0
cell459	BFE	10	0.080482179	35
cell459	BFE	12	0.08686446433333334	45
cell459	BFE	14	0.08797403899999999	51
cell459	BFE	16	0.09553528966666668	66
cell459	BFE	18	0.10803417433333333	81
cell459	BFE	20	0.11833327600000002	98
cell459	PSI	10	0.034611707666666665	35
cell459	PSI	12	0.038199869	45
cell459	PSI	14	0.03753209133333334	51
cell459	PSI	16	0.042057792	66
cell459	PSI	18	0.047260440333333334	81
cell459	PSI	20	0.05266774266666667	98
cell46	BFE	10	0.087952607	37
cell46	BFE	12	0.09628284000000001	51
cell46	BFE	14	0.10766576333333332	76
cell46	BFE	16	0.12130054399999998	101
cell46	BFE	18	0.12859786066666667	122
cell46	BFE	20	0.14552739066666667	167
cell46	PSI	10	0.038243504666666664	37
cell46	PSI	12	0.045396168666666674	51
cell46	PSI	14	0.050063242	76
cell46	PSI	16	0.054892931	101
cell46	PSI	18	0.058657307	122
cell46	PSI	20	0.069535338	167
cell460	BFE	10	0.07884210833333334	27
cell460	BFE	12	0.08436981266666667	38
cell460	BFE	14	0.09148508333333333	44
cell460	BFE	16	0.09340461400000001	50
cell460	BFE	18	0.09711754333333333	59
cell460	BFE	20	0.10169664266666667	66
cell460	PSI	10	0.02925369433333333	27
cell460	PSI	12	0.03315487166666666	38
cell460	PSI	14	0.037885541	44
cell460	PSI	16	0.04128149833333333	50
cell460	PSI	18	0.042655311999999994	59
cell460	PSI	20	0.04424575333333334	66
cell461	BFE	10	0.07285247533333333	21
cell461	BFE	12	0.07489774733333333	28
cell461	BFE	14	0.07553633	30
cell461	BFE	16	0.08260121299999999	43
cell461	BFE	18	0.087827077	56
cell461	BFE	20	0.099526338	66
cell461	PSI	10	0.026323447000000003	21
cell461	PSI	12	0.029213386333333334	28
cell461	PSI	14	0.030234294	30
cell461	PSI	16	0.03527965733333333	43
cell461	PSI	18	0.040604196333333335	56
cell461	PSI	20	0.048007761	66
cell462	BFE	10	0.096354992	51
cell462	BFE	12	0.11263808533333332	84
cell462	BFE	14	0.127178794	106
cell462	BFE	16	0.133874306	126
cell462	BFE	18	0.14679750366666666	155
cell462	BFE	20	0.16440562466666667	177
cell462	PSI	10	0.043784534	51
cell462	PSI	12	0.052114797666666664	84
cell462	PSI	14	0.056107597333333335	106
cell462	PSI	16	0.05985056366666667	126
cell462	PSI	18	0.06332051366666666	155
cell462	PSI	20	0.07663550200000001	177
cell463	BFE	10	0.07131626533333334	8
cell463	BFE	12	0.07814340700000001	12
cell463	BFE	14	0.08078462233333333	15
cell463	BFE	16	0.08142119366666667	27
cell463	BFE	18	0.08875922866666666	33
cell463	BFE	20	0.09127398533333334	46
cell463	PSI	10	0.028023718333333333	8
cell463	PSI	12	0.030499227333333337	12
cell463	PSI	14	0.032323678	15
cell463	PSI	16	0.036917074333333334	27
cell463	PSI	18	0.039362618	33
cell463	PSI	20	0.044879821333333333	46
cell464	BFE	10	0.05617727	3
cell464	BFE	12	0.05682225233333334	3
cell464	BFE	14	0.05959107466666667	8
cell464	BFE	16	0.07323068766666667	12
cell464	BFE	18	0.07601365733333333	12
cell464	BFE	20	0.07457476133333334	14
cell464	PSI	10	0.027666317333333332	3
cell464	PSI	12	0.027290332333333334	3
cell464	PSI	14	0.024536348333333336	8
cell464	PSI	16	0.025556874	12
cell464	PSI	18	0.026538393	12
cell464	PSI	20	0.027304037333333333	14
cell465	BFE	10	0.050709447	8
cell465	BFE	12	0.05647162733333334	11
cell465	BFE	14	0.05874239566666667	14
cell465	BFE	16	0.06669294733333332	18
cell465	BFE	18	0.07092232133333333	21
cell465	BFE	20	0.060762105	27
cell465	PSI	10	0.030746477333333334	8
cell465	PSI	12	0.020173097333333334	11
cell465	PSI	14	0.022836821666666667	14
cell465	PSI	16	0.022673034666666664	18
cell465	PSI	18	0.024817746333333335	21
cell465	PSI	20	0.028102811000000002	27
cell466	BFE	10	0.038918294	3
cell466	BFE	12	0.038600319333333334	3
cell466	BFE	14	0.038338625	3
cell466	BFE	16	0.038729852333333335	3
cell466	BFE	18	0.038793425666666666	3
cell466	BFE	20	0.040410765333333334	3
cell466	PSI	10	0.008387739	3
cell466	PSI	12	0.008512702666666667	3
cell466	PSI	14	0.008678260666666666	3
cell466	PSI	16	0.008584332333333333	3
cell466	PSI	18	0.008732273666666667	3
cell466	PSI	20	0.008668783333333333	3
cell467	BFE	10	0.09430339666666666	42
cell467	BFE	12	0.09987687233333332	60
cell467	BFE	14	0.10975334033333334	70
cell467	BFE	16	0.12110983466666667	87
cell467	BFE	18	0.13129392233333334	108
cell467	BFE	20	0.1406151516666667	123
cell467	PSI	10	0.04115575266666667	42
cell467	PSI	12	0.044923663	60
cell467	PSI	14	0.050545111	70
cell467	PSI	16	0.052250095999999996	87
cell467	PSI	18	0.05486499166666666	108
cell467	PSI	20	0.060981770666666664	123
cell468	BFE	10	0.023858586333333334	0
cell468	BFE	12	0.023987178333333335	0
cell468	BFE	14	0.023859202	0
cell468	BFE	16	0.024353537	0
cell468	BFE	18	0.023844736666666665	0
cell468	BFE	20	0.023975940666666667	0
cell468	PSI	10	0.005284793666666667	0
cell468	PSI	12	0.005423226	0
cell468	PSI	14	0.005488766333333333	0
cell468	PSI	16	0.005545242666666667	0
cell468	PSI	18	0.005517135666666667	0
cell468	PSI	20	0.005485054666666667	0
cell469	BFE	10	0.053728120666666664	9
cell469	BFE	12	0.05202689166666667	9
cell469	BFE	14	0.046859075	9
cell469	BFE	16	0.047525021666666674	9
cell469	BFE	18	0.047532036	9
cell469	BFE	20	0.06592288633333333	12
cell469	PSI	10	0.01713447666666667	9
cell469	PSI	12	0.016497509666666667	9
cell469	PSI	14	0.016687083666666665	9
cell469	PSI	16	0.016976976	9
cell469	PSI	18	0.016722549666666666	9
cell469	PSI	20	0.018260090333333333	12
cell47	BFE	10	0.09551493933333334	47
cell47	BFE	12	0.104663575	72
cell47	BFE	14	0.10804929033333334	80
cell47	BFE	16	0.11683920933333333	97
cell47	BFE	18	0.130928001	120
cell47	BFE	20	0.13835260333333332	146
cell47	PSI	10	0.040932134	47
cell47	PSI	12	0.049419956333333334	72
cell47	PSI	14	0.050058377333333334	80
cell47	PSI	16	0.05530036133333333	97
cell47	PSI	18	0.058189561	120
cell47	PSI	20	0.065941266	146
cell470	BFE	10	0.021010397333333333	0
cell470	BFE	12	0.021335575	0
cell470	BFE	14	0.020837193333333334	0
cell470	BFE	16	0.021182004666666667	0
cell470	BFE	18	0.020950043	0
cell470	BFE	20	0.021486948333333335	0
cell470	PSI	10	0.004100797	0
cell470	PSI	12	0.0040643576666666665	0
cell470	PSI	14	0.004153157666666667	0
cell470	PSI	16	0.004236154	0
cell470	PSI	18	0.0041286940000000005	0
cell470	PSI	20	0.004148853333333333	0
cell471	BFE	10	0.029691206	0
cell471	BFE	12	0.029399031	0
cell471	BFE	14	0.029031538666666665	0
cell471	BFE	16	0.029673077333333332	0
cell471	BFE	18	0.030523384333333334	0
cell471	BFE	20	0.030932583333333333	0
cell471	PSI	10	0.008825550333333333	0
cell471	PSI	12	0.009390827000000001	0
cell471	PSI	14	0.008963724666666667	0
cell471	PSI	16	0.008992778	0
cell471	PSI	18	0.010526728333333334	0
cell471	PSI	20	0.010396757666666668	0
cell472	BFE	10	0.03158038233333333	0
cell472	BFE	12	0.04793721933333333	3
cell472	BFE	14	0.049295962	3
cell472	BFE	16	0.046286333	3
cell472	BFE	18	0.04820191133333333	3
cell472	BFE	20	0.049091716	8
cell472	PSI	10	0.010581794666666667	0
cell472	PSI	12	0.018162268666666665	3
cell472	PSI	14	0.023695381	3
cell472	PSI	16	0.014369171333333333	3
cell472	PSI	18	0.022733413333333334	3
cell472	PSI	20	0.026045893666666667	8
cell473	BFE	10	0.023626817	0
cell473	BFE	12	0.023646236333333334	0
cell473	BFE	14	0.023213449666666667	0
cell473	BFE	16	0.04396311666666666	8
cell473	BFE	18	0.049076882	11
cell473	BFE	20	0.048816243333333335	11
cell473	PSI	10	0.005195325333333333	0
cell473	PSI	12	0.0052062436666666665	0
cell473	PSI	14	0.005145117666666667	0
cell473	PSI	16	0.022856247	8
cell473	PSI	18	0.024049589333333333	11
cell473	PSI	20	0.025045621333333334	11
cell474	BFE	10	0.044585491	3
cell474	BFE	12	0.048348208000000004	10
cell474	BFE	14	0.049032108666666664	10
cell474	BFE	16	0.052600069666666666	17
cell474	BFE	18	0.056569888666666665	24
cell474	BFE	20	0.07593859933333333	33
cell474	PSI	10	0.014848717666666667	3
cell474	PSI	12	0.024322033333333333	10
cell474	PSI	14	0.025177595666666667	10
cell474	PSI	16	0.031105723666666665	17
cell474	PSI	18	0.035612868	24
cell474	PSI	20	0.033634401	33
cell475	BFE	10	0.042439562666666666	5
cell475	BFE	12	0.047931046	6
cell475	BFE	14	0.045512404666666666	9
cell475	BFE	16	0.045270818000000004	9
cell475	BFE	18	0.04424641133333333	9
cell475	BFE	20	0.045474963	11
cell475	PSI	10	0.022282495	5
cell475	PSI	12	0.015056792666666667	6
cell475	PSI	14	0.020290446	9
cell475	PSI	16	0.018168842	9
cell475	PSI	18	0.023605738666666667	9
cell475	PSI	20	0.01834426566666667	11
cell476	BFE	10	0.09163591166666667	42
cell476	BFE	12	0.095227375	53
cell476	BFE	14	0.10649916100000001	68
cell476	BFE	16	0.11404990466666666	89
cell476	BFE	18	0.12337417566666668	117
cell476	BFE	20	0.14049096933333333	150
cell476	PSI	10	0.039822100000000006	42
cell476	PSI	12	0.043403346999999995	53
cell476	PSI	14	0.04981068733333333	68
cell476	PSI	16	0.05527798033333333	89
cell476	PSI	18	0.058202073	117
cell476	PSI	20	0.06071330933333334	150
cell477	BFE	10	0.08737241366666666	32
cell477	BFE	12	0.09828987866666666	53
cell477	BFE	14	0.10617504533333333	69
cell477	BFE	16	0.11956422066666667	101
cell477	BFE	18	0.130689794	119
cell477	BFE	20	0.15260983433333333	159
cell477	PSI	10	0.037781186333333334	32
cell477	PSI	12	0.045234762666666664	53
cell477	PSI	14	0.04874319533333333	69
cell477	PSI	16	0.056811754000000006	101
cell477	PSI	18	0.05968628833333333	119
cell477	PSI	20	0.07417619366666667	159
cell478	BFE	10	0.076988296	15
cell478	BFE	12	0.07842081299999999	18
cell478	BFE	14	0.08868387600000001	35
cell478	BFE	16	0.09659906366666667	47
cell478	BFE	18	0.10676442700000001	60
cell478	BFE	20	0.10990729199999999	73
cell478	PSI	10	0.031358956	15
cell478	PSI	12	0.033330329666666665	18
cell478	PSI	14	0.04032212366666667	35
cell478	PSI	16	0.046719547666666666	47
cell478	PSI	18	0.05049286066666667	60
cell478	PSI	20	0.05273634133333333	73
cell479	BFE	10	0.081704054	33
cell479	BFE	12	0.09853606433333334	48
cell479	BFE	14	0.096312433	59
cell479	BFE	16	0.11578325800000001	79
cell479	BFE	18	0.11737233600000001	101
cell479	BFE	20	0.13338155599999998	117
cell479	PSI	10	0.038166523333333334	33
cell479	PSI	12	0.045684961333333336	48
cell479	PSI	14	0.04819607133333333	59
cell479	PSI	16	0.05298324666666667	79
cell479	PSI	18	0.05567819866666667	101
cell479	PSI	20	0.06020582666666666	117
cell48	BFE	10	0.08417882266666667	28
cell48	BFE	12	0.094654056	46
cell48	BFE	14	0.10190964266666666	58
cell48	BFE	16	0.10490516133333334	72
cell48	BFE	18	0.10990839866666666	76
cell48	BFE	20	0.12452600666666667	85
cell48	PSI	10	0.036322914666666664	28
cell48	PSI	12	0.04222718733333333	46
cell48	PSI	14	0.045070723	58
cell48	PSI	16	0.049193059000000004	72
cell48	PSI	18	0.049656925	76
cell48	PSI	20	0.053736470333333335	85
cell480	BFE	10	0.024623158666666665	0
cell480	BFE	12	0.024447057	0
cell480	BFE	14	0.024532437666666667	0
cell480	BFE	16	0.025268276333333332	0
cell480	BFE	18	0.025089822	0
cell480	BFE	20	0.025892066666666668	0
cell480	PSI	10	0.006337372666666667	0
cell480	PSI	12	0.006314899666666667	0
cell480	PSI	14	0.006221440333333333	0
cell480	PSI	16	0.006129710333333334	0
cell480	PSI	18	0.006146039	0
cell480	PSI	20	0.0071508123333333335	0
cell481	BFE	10	0.02457239	0
cell481	BFE	12	0.024452332333333333	0
cell481	BFE	14	0.024125772	0
cell481	BFE	16	0.024287349333333333	0
cell481	BFE	18	0.024171442666666668	0
cell481	BFE	20	0.024897759999999998	0
cell481	PSI	10	0.006034882	0
cell481	PSI	12	0.005545866000000001	0
cell481	PSI	14	0.005664846	0
cell481	PSI	16	0.0058314993333333336	0
cell481	PSI	18	0.00565863	0
cell481	PSI	20	0.0062492166666666665	0
cell482	BFE	10	0.109860735	75
cell482	BFE	12	0.12097106533333332	113
cell482	BFE	14	0.13300975066666668	138
cell482	BFE	16	0.14288617599999998	166
cell482	BFE	18	0.16321699033333334	196
cell482	BFE	20	0.17856299666666667	233
cell482	PSI	10	0.06543886033333333	75
cell482	PSI	12	0.057728179	113
cell482	PSI	14	0.062385201999999994	138
cell482	PSI	16	0.07096155	166
cell482	PSI	18	0.07907147366666666	196
cell482	PSI	20	0.08969459766666665	233
cell483	BFE	10	0.07877052500000001	24
cell483	BFE	12	0.08394009200000001	36
cell483	BFE	14	0.08618999366666667	38
cell483	BFE	16	0.09595072966666668	52
cell483	BFE	18	0.10733196133333334	71
cell483	BFE	20	0.11273957300000001	85
cell483	PSI	10	0.029198255333333333	24
cell483	PSI	12	0.034180614	36
cell483	PSI	14	0.035687380666666664	38
cell483	PSI	16	0.04096612333333333	52
cell483	PSI	18	0.04612629066666667	71
cell483	PSI	20	0.05168004700000001	85
cell484	BFE	10	0.07517963700000001	11
cell484	BFE	12	0.079968843	18
cell484	BFE	14	0.08520556566666668	27
cell484	BFE	16	0.08242436533333333	31
cell484	BFE	18	0.08788147366666667	34
cell484	BFE	20	0.08975895	37
cell484	PSI	10	0.028899395	11
cell484	PSI	12	0.031165518666666666	18
cell484	PSI	14	0.034442272	27
cell484	PSI	16	0.03617365033333333	31
cell484	PSI	18	0.03791176166666667	34
cell484	PSI	20	0.04119377066666667	37
cell485	BFE	10	0.03663136633333333	0
cell485	BFE	12	0.05350111266666666	3
cell485	BFE	14	0.054385415	6
cell485	BFE	16	0.056030419000000005	6
cell485	BFE	18	0.05711947333333333	8
cell485	BFE	20	0.06172559366666667	14
cell485	PSI	10	0.015843972333333334	0
cell485	PSI	12	0.026242579666666665	3
cell485	PSI	14	0.030080723	6
cell485	PSI	16	0.02770963066666667	6
cell485	PSI	18	0.029426102666666665	8
cell485	PSI	20	0.028443175	14
cell486	BFE	10	0.03041202833333333	0
cell486	BFE	12	0.04707624866666667	3
cell486	BFE	14	0.045042152	3
cell486	BFE	16	0.04785428766666667	7
cell486	BFE	18	0.049181811666666665	9
cell486	BFE	20	0.04942396633333333	9
cell486	PSI	10	0.009072640333333333	0
cell486	PSI	12	0.016082821666666663	3
cell486	PSI	14	0.013713500666666666	3
cell486	PSI	16	0.024683765333333337	7
cell486	PSI	18	0.026233675	9
cell486	PSI	20	0.020572827000000002	9
cell487	BFE	10	0.022428854333333335	0
cell487	BFE	12	0.02220393	0
cell487	BFE	14	0.02257624266666667	0
cell487	BFE	16	0.022765562333333333	0
cell487	BFE	18	0.021980684333333333	0
cell487	BFE	20	0.022695186333333332	0
cell487	PSI	10	0.004694271	0
cell487	PSI	12	0.004693402333333333	0
cell487	PSI	14	0.004672003	0
cell487	PSI	16	0.004956449	0
cell487	PSI	18	0.0047730536666666665	0
cell487	PSI	20	0.004696250333333333	0
cell488	BFE	10	0.05669485166666667	17
cell488	BFE	12	0.06899100100000001	18
cell488	BFE	14	0.07050319233333333	24
cell488	BFE	16	0.07553531066666667	27
cell488	BFE	18	0.07878938033333334	31
cell488	BFE	20	0.08526318666666667	41
cell488	PSI	10	0.029859051666666667	17
cell488	PSI	12	0.02381541066666667	18
cell488	PSI	14	0.026066488333333335	24
cell488	PSI	16	0.028255231999999998	27
cell488	PSI	18	0.030235995999999998	31
cell488	PSI	20	0.034920544	41
cell489	BFE	10	0.042487574666666666	3
cell489	BFE	12	0.045641255	7
cell489	BFE	14	0.04815954766666666	12
cell489	BFE	16	0.05440373033333334	15
cell489	BFE	18	0.056676309	18
cell489	BFE	20	0.054532112333333334	19
cell489	PSI	10	0.018841729666666668	3
cell489	PSI	12	0.011723338666666666	7
cell489	PSI	14	0.016704600666666666	12
cell489	PSI	16	0.019806527333333334	15
cell489	PSI	18	0.021366034000000002	18
cell489	PSI	20	0.03186706533333333	19
cell49	BFE	10	0.08407239733333334	37
cell49	BFE	12	0.09974129566666666	63
cell49	BFE	14	0.10604224166666666	72
cell49	BFE	16	0.11391096133333332	93
cell49	BFE	18	0.12198385566666667	112
cell49	BFE	20	0.13604524899999998	143
cell49	PSI	10	0.041402331333333334	37
cell49	PSI	12	0.045530730000000005	63
cell49	PSI	14	0.048488479333333334	72
cell49	PSI	16	0.053877551	93
cell49	PSI	18	0.06055980166666666	112
