dataset	method	epsilon	time	pairs
cell199	PSI	14	0.03183221633333333	23
cell199	PSI	16	0.03164559233333333	26
cell199	PSI	18	0.034736346	31
cell199	PSI	20	0.034214143	31
cell2	BFE	10	0.02633195	0
cell2	BFE	12	0.026976909	0
cell2	BFE	14	0.028446915333333333	0
cell2	BFE	16	0.043279032	3
cell2	BFE	18	0.04349956566666667	3
cell2	BFE	20	0.04400861366666667	3
cell2	PSI	10	0.007746002	0
cell2	PSI	12	0.007665246666666667	0
cell2	PSI	14	0.009162825333333334	0
cell2	PSI	16	0.019185928666666668	3
cell2	PSI	18	0.019378473	3
cell2	PSI	20	0.020082228	3
cell20	BFE	10	0.033639749000000004	0
cell20	BFE	12	0.03321553966666667	0
cell20	BFE	14	0.050702748	5
cell20	BFE	16	0.051902929	5
cell20	BFE	18	0.053033641666666666	8
cell20	BFE	20	0.053722276666666666	11
cell20	PSI	10	0.012141350333333334	0
cell20	PSI	12	0.012080719666666665	0
cell20	PSI	14	0.027974616999999997	5
cell20	PSI	16	0.026867657333333336	5
cell20	PSI	18	0.026291634	8
cell20	PSI	20	0.029009909666666667	11
cell200	BFE	10	0.040675890666666666	0
cell200	BFE	12	0.040509550666666665	0
cell200	BFE	14	0.040239038	0
cell200	BFE	16	0.03989091533333333	0
cell200	BFE	18	0.039570008000000004	0
cell200	BFE	20	0.039666915999999997	0
cell200	PSI	10	0.015070353333333333	0
cell200	PSI	12	0.014872808666666668	0
cell200	PSI	14	0.014805391333333334	0
cell200	PSI	16	0.014814979333333334	0
cell200	PSI	18	0.014877733333333334	0
cell200	PSI	20	0.014713021666666668	0
cell201	BFE	10	0.03212814333333333	0
cell201	BFE	12	0.032127883333333336	0
cell201	BFE	14	0.03192351733333333	0
cell201	BFE	16	0.032778740333333334	0
cell201	BFE	18	0.032980119333333335	0
cell201	BFE	20	0.03255752033333333	0
cell201	PSI	10	0.011317102333333334	0
cell201	PSI	12	0.010104255333333333	0
cell201	PSI	14	0.010222941333333334	0
cell201	PSI	16	0.010211525333333334	0
cell201	PSI	18	0.011383839666666666	0
cell201	PSI	20	0.011379623666666666	0
cell202	BFE	10	0.038293813999999995	0
cell202	BFE	12	0.03790966	0
cell202	BFE	14	0.03786125366666667	0
cell202	BFE	16	0.038051596666666666	0
cell202	BFE	18	0.038058788999999996	0
cell202	BFE	20	0.03944527133333333	0
cell202	PSI	10	0.01497227	0
cell202	PSI	12	0.013541087	0
cell202	PSI	14	0.013894137666666665	0
cell202	PSI	16	0.013635487	0
cell202	PSI	18	0.014566989	0
cell202	PSI	20	0.014198655666666667	0
cell203	BFE	10	0.033423832333333334	0
cell203	BFE	12	0.03401366533333333	0
cell203	BFE	14	0.03494549366666667	0
cell203	BFE	16	0.03513738966666667	0
cell203	BFE	18	0.05048615133333333	3
cell203	BFE	20	0.04866812366666667	3
cell203	PSI	10	0.012414757333333333	0
cell203	PSI	12	0.012365490666666668	0
cell203	PSI	14	0.012169268666666667	0
cell203	PSI	16	0.012379085666666668	0
cell203	PSI	18	0.022929603666666666	3
cell203	PSI	20	0.023652214999999997	3
cell204	BFE	10	0.08695522800000001	32
cell204	BFE	12	0.09631276466666668	46
cell204	BFE	14	0.09782205966666667	51
cell204	BFE	16	0.10908655766666667	73
cell204	BFE	18	0.11995525033333333	99
cell204	BFE	20	0.12742183533333334	125
cell204	PSI	10	0.038349428000000005	32
cell204	PSI	12	0.044118838	46
cell204	PSI	14	0.046499360000000003	51
cell204	PSI	16	0.050208457000000005	73
cell204	PSI	18	0.05564981666666666	99
cell204	PSI	20	0.059830392333333336	125
cell205	BFE	10	0.041158374	5
cell205	BFE	12	0.044663605333333335	6
cell205	BFE	14	0.049057093	8
cell205	BFE	16	0.049314855000000005	8
cell205	BFE	18	0.050310800999999995	10
cell205	BFE	20	0.049180665666666665	12
cell205	PSI	10	0.02116976866666667	5
cell205	PSI	12	0.021594053666666668	6
cell205	PSI	14	0.014237829666666667	8
cell205	PSI	16	0.014612701666666667	8
cell205	PSI	18	0.023276121999999996	10
cell205	PSI	20	0.021350964333333333	12
cell206	BFE	10	0.023747125666666667	0
cell206	BFE	12	0.023991292666666667	0
cell206	BFE	14	0.04073096666666667	5
cell206	BFE	16	0.040839408333333334	5
cell206	BFE	18	0.042572636	8
cell206	BFE	20	0.04371335866666667	12
cell206	PSI	10	0.006284390666666667	0
cell206	PSI	12	0.006944827	0
cell206	PSI	14	0.014668871	5
cell206	PSI	16	0.014237632	5
cell206	PSI	18	0.012583964333333333	8
cell206	PSI	20	0.016950904666666666	12
cell207	BFE	10	0.021757541	0
cell207	BFE	12	0.02158915633333333	0
cell207	BFE	14	0.021528966	0
cell207	BFE	16	0.021423985	0
cell207	BFE	18	0.021471351333333336	0
cell207	BFE	20	0.021266593333333333	0
cell207	PSI	10	0.004983181333333334	0
cell207	PSI	12	0.004518398333333333	0
cell207	PSI	14	0.004343912333333333	0
cell207	PSI	16	0.0045732740000000004	0
cell207	PSI	18	0.004517760333333333	0
cell207	PSI	20	0.004494591666666666	0
cell208	BFE	10	0.06297600766666667	12
cell208	BFE	12	0.06305109566666667	12
cell208	BFE	14	0.07215799333333334	15
cell208	BFE	16	0.072209583	15
cell208	BFE	18	0.07082163266666666	15
cell208	BFE	20	0.06878412066666667	15
cell208	PSI	10	0.027718595333333335	12
cell208	PSI	12	0.027904553333333332	12
cell208	PSI	14	0.028921887000000004	15
cell208	PSI	16	0.028685980333333333	15
cell208	PSI	18	0.029617194333333336	15
cell208	PSI	20	0.029214985333333335	15
cell209	BFE	10	0.056198547333333335	11
cell209	BFE	12	0.06893404733333333	12
cell209	BFE	14	0.06943825133333334	12
cell209	BFE	16	0.05734511133333333	12
cell209	BFE	18	0.05798450166666667	12
cell209	BFE	20	0.057886945	15
cell209	PSI	10	0.02935069133333333	11
cell209	PSI	12	0.022380625666666664	12
cell209	PSI	14	0.022983458666666668	12
cell209	PSI	16	0.031873509	12
cell209	PSI	18	0.032163159	12
cell209	PSI	20	0.03211633633333333	15
cell21	BFE	10	0.031737544	0
cell21	BFE	12	0.032994070333333334	0
cell21	BFE	14	0.031884806333333335	0
cell21	BFE	16	0.03187433966666667	0
cell21	BFE	18	0.03381243666666667	0
cell21	BFE	20	0.033674634	0
cell21	PSI	10	0.010073097	0
cell21	PSI	12	0.010823666000000001	0
cell21	PSI	14	0.010212992666666667	0
cell21	PSI	16	0.010101107333333333	0
cell21	PSI	18	0.011855415666666666	0
cell21	PSI	20	0.012026732333333333	0
cell210	BFE	10	0.047294818	6
cell210	BFE	12	0.048075224666666666	6
cell210	BFE	14	0.04836197366666666	6
cell210	BFE	16	0.05130100566666666	11
cell210	BFE	18	0.06436137333333333	12
cell210	BFE	20	0.05021693866666666	12
cell210	PSI	10	0.016399984	6
cell210	PSI	12	0.016353661666666665	6
cell210	PSI	14	0.024139402	6
cell210	PSI	16	0.028301865333333336	11
cell210	PSI	18	0.019746884333333332	12
cell210	PSI	20	0.02831061433333333	12
cell211	BFE	10	0.05964099333333333	9
cell211	BFE	12	0.059437219	9
cell211	BFE	14	0.060607722999999995	9
cell211	BFE	16	0.06442478633333333	16
cell211	BFE	18	0.06539276666666667	17
cell211	BFE	20	0.08030373199999999	28
cell211	PSI	10	0.024872055	9
cell211	PSI	12	0.025555052333333335	9
cell211	PSI	14	0.024434579	9
cell211	PSI	16	0.027250307	16
cell211	PSI	18	0.02990411833333333	17
cell211	PSI	20	0.034195454666666666	28
cell212	BFE	10	0.034144025333333335	0
cell212	BFE	12	0.035836288333333334	0
cell212	BFE	14	0.035968381333333334	0
cell212	BFE	16	0.05129933233333333	3
cell212	BFE	18	0.05176415333333333	3
cell212	BFE	20	0.054291488000000006	8
cell212	PSI	10	0.011194131666666668	0
cell212	PSI	12	0.012333275666666667	0
cell212	PSI	14	0.012779777999999999	0
cell212	PSI	16	0.023050578666666665	3
cell212	PSI	18	0.02403088633333333	3
cell212	PSI	20	0.028673520666666667	8
cell213	BFE	10	0.05425848366666666	3
cell213	BFE	12	0.05339044033333333	3
cell213	BFE	14	0.053725398333333334	3
cell213	BFE	16	0.053891512999999995	3
cell213	BFE	18	0.055490013666666664	4
cell213	BFE	20	0.05693863533333333	8
cell213	PSI	10	0.02561604933333333	3
cell213	PSI	12	0.026759372333333337	3
cell213	PSI	14	0.026130708666666665	3
cell213	PSI	16	0.026389107999999998	3
cell213	PSI	18	0.027764472666666665	4
cell213	PSI	20	0.03280685433333333	8
cell214	BFE	10	0.037946862	0
cell214	BFE	12	0.05529066233333334	6
cell214	BFE	14	0.05839427233333333	12
cell214	BFE	16	0.058285116666666664	12
cell214	BFE	18	0.061882609666666664	17
cell214	BFE	20	0.07292190066666666	21
cell214	PSI	10	0.014051194666666666	0
cell214	PSI	12	0.027588285	6
cell214	PSI	14	0.028466144	12
cell214	PSI	16	0.030059367000000004	12
cell214	PSI	18	0.026103929333333335	17
cell214	PSI	20	0.027584701	21
cell215	BFE	10	0.023316003000000002	0
cell215	BFE	12	0.02367500033333333	0
cell215	BFE	14	0.023076876	0
cell215	BFE	16	0.022798364333333335	0
cell215	BFE	18	0.023068236666666665	0
cell215	BFE	20	0.027368228999999997	0
cell215	PSI	10	0.0050351066666666664	0
cell215	PSI	12	0.004938019333333333	0
cell215	PSI	14	0.005470383333333333	0
cell215	PSI	16	0.005434744	0
cell215	PSI	18	0.005226476333333333	0
cell215	PSI	20	0.006870921666666667	0
cell216	BFE	10	0.036951191333333334	0
cell216	BFE	12	0.036522638	0
cell216	BFE	14	0.036403544333333336	0
cell216	BFE	16	0.03679883066666667	0
cell216	BFE	18	0.03668218966666667	0
cell216	BFE	20	0.038735778	0
cell216	PSI	10	0.012746979	0
cell216	PSI	12	0.012764198666666667	0
cell216	PSI	14	0.012494632666666665	0
cell216	PSI	16	0.012539380333333334	0
cell216	PSI	18	0.012707957666666667	0
cell216	PSI	20	0.014295744666666667	0
cell217	BFE	10	0.030325414	0
cell217	BFE	12	0.03186475666666667	0
cell217	BFE	14	0.030982698666666666	0
cell217	BFE	16	0.031002382333333335	0
cell217	BFE	18	0.030683216666666666	0
cell217	BFE	20	0.032743065333333335	0
cell217	PSI	10	0.009092782666666667	0
cell217	PSI	12	0.011019618	0
cell217	PSI	14	0.009321877666666667	0
cell217	PSI	16	0.009434077333333334	0
cell217	PSI	18	0.009341564	0
cell217	PSI	20	0.011080213	0
cell218	BFE	10	0.028311721666666664	0
cell218	BFE	12	0.027872244	0
cell218	BFE	14	0.027919572666666666	0
cell218	BFE	16	0.028173040666666666	0
cell218	BFE	18	0.028066921333333335	0
cell218	BFE	20	0.028694864333333334	0
cell218	PSI	10	0.008153849	0
cell218	PSI	12	0.008236619666666667	0
cell218	PSI	14	0.008271048666666666	0
cell218	PSI	16	0.008313358000000002	0
cell218	PSI	18	0.008483691	0
cell218	PSI	20	0.008285841666666667	0
cell219	BFE	10	0.052362006999999995	6
cell219	BFE	12	0.05537298433333333	8
cell219	BFE	14	0.055459880999999996	8
cell219	BFE	16	0.055817918333333334	8
cell219	BFE	18	0.058130174	12
cell219	BFE	20	0.068496689	12
cell219	PSI	10	0.024933275333333334	6
cell219	PSI	12	0.024984309	8
cell219	PSI	14	0.024595028333333335	8
cell219	PSI	16	0.030430233999999997	8
cell219	PSI	18	0.031112061333333333	12
cell219	PSI	20	0.022521574333333332	12
cell22	BFE	10	0.053249815	3
cell22	BFE	12	0.05372642833333333	3
cell22	BFE	14	0.05508497066666667	6
cell22	BFE	16	0.055699295	6
cell22	BFE	18	0.056942807	6
cell22	BFE	20	0.057926654	11
cell22	PSI	10	0.026270517666666666	3
cell22	PSI	12	0.025540272666666666	3
cell22	PSI	14	0.029924038	6
cell22	PSI	16	0.025182139	6
cell22	PSI	18	0.02458704133333333	6
cell22	PSI	20	0.035039188	11
cell220	BFE	10	0.03260490433333333	0
cell220	BFE	12	0.032358493333333335	0
cell220	BFE	14	0.032206823333333336	0
cell220	BFE	16	0.032613899	0
cell220	BFE	18	0.033996159000000005	0
cell220	BFE	20	0.04830204233333333	3
cell220	PSI	10	0.010151932666666667	0
cell220	PSI	12	0.010157401333333333	0
cell220	PSI	14	0.010160493666666668	0
cell220	PSI	16	0.010507032666666666	0
cell220	PSI	18	0.011755973999999999	0
cell220	PSI	20	0.019652608	3
cell221	BFE	10	0.022252259	0
cell221	BFE	12	0.022739456333333335	0
cell221	BFE	14	0.022786444	0
cell221	BFE	16	0.022072733666666667	0
cell221	BFE	18	0.022614052333333336	0
cell221	BFE	20	0.02192613	0
cell221	PSI	10	0.004625409666666667	0
cell221	PSI	12	0.004526866	0
cell221	PSI	14	0.004713749666666667	0
cell221	PSI	16	0.005090674	0
cell221	PSI	18	0.004721509	0
cell221	PSI	20	0.004519414	0
cell222	BFE	10	0.058713416	6
cell222	BFE	12	0.058128429	8
cell222	BFE	14	0.059222614666666666	11
cell222	BFE	16	0.07067351566666666	12
cell222	BFE	18	0.06309266733333334	14
cell222	BFE	20	0.06793775766666667	25
cell222	PSI	10	0.029889963	6
cell222	PSI	12	0.03269768866666666	8
cell222	PSI	14	0.023804745333333332	11
cell222	PSI	16	0.024015146	12
cell222	PSI	18	0.027018476333333333	14
cell222	PSI	20	0.029764134333333334	25
cell223	BFE	10	0.035047031666666666	0
cell223	BFE	12	0.03525280933333333	0
cell223	BFE	14	0.035212788	0
cell223	BFE	16	0.03670230966666667	0
cell223	BFE	18	0.036551317666666666	0
cell223	BFE	20	0.05539185866666667	6
cell223	PSI	10	0.012616781666666667	0
cell223	PSI	12	0.013221706	0
cell223	PSI	14	0.012994750999999999	0
cell223	PSI	16	0.013572164000000001	0
cell223	PSI	18	0.013547077	0
cell223	PSI	20	0.03144126466666666	6
cell224	BFE	10	0.09180231933333333	39
cell224	BFE	12	0.09667270166666667	48
cell224	BFE	14	0.105444022	63
cell224	BFE	16	0.11595140866666667	73
cell224	BFE	18	0.1279990963333333	90
cell224	BFE	20	0.137705376	102
cell224	PSI	10	0.03925409333333334	39
cell224	PSI	12	0.04147988666666667	48
cell224	PSI	14	0.04688310233333333	63
cell224	PSI	16	0.04920410233333333	73
cell224	PSI	18	0.05234161033333333	90
cell224	PSI	20	0.06027089433333333	102
cell225	BFE	10	0.05904415366666666	3
cell225	BFE	12	0.05961983266666667	3
cell225	BFE	14	0.06180864366666667	6
cell225	BFE	16	0.062240014333333336	6
cell225	BFE	18	0.06464097033333334	11
cell225	BFE	20	0.08538662433333333	17
cell225	PSI	10	0.030275351	3
cell225	PSI	12	0.031009407333333336	3
cell225	PSI	14	0.024073869666666664	6
cell225	PSI	16	0.024804881999999997	6
cell225	PSI	18	0.025479279666666667	11
cell225	PSI	20	0.03115753433333333	17
cell226	BFE	10	0.018071556666666665	0
cell226	BFE	12	0.017818318	0
cell226	BFE	14	0.018073266333333334	0
cell226	BFE	16	0.017566367666666666	0
cell226	BFE	18	0.017528642	0
cell226	BFE	20	0.017600360666666665	0
cell226	PSI	10	0.0024798863333333333	0
cell226	PSI	12	0.0025168333333333336	0
cell226	PSI	14	0.002526458666666667	0
cell226	PSI	16	0.0025042773333333332	0
cell226	PSI	18	0.0025459333333333334	0
cell226	PSI	20	0.002529126	0
cell227	BFE	10	0.017730411	0
cell227	BFE	12	0.018477673	0
cell227	BFE	14	0.018252583666666666	0
cell227	BFE	16	0.018136069666666668	0
cell227	BFE	18	0.018077067333333332	0
cell227	BFE	20	0.019126862	0
cell227	PSI	10	0.002735210666666667	0
cell227	PSI	12	0.002744495333333333	0
cell227	PSI	14	0.0026718356666666663	0
cell227	PSI	16	0.0027395756666666665	0
cell227	PSI	18	0.0027735313333333332	0
cell227	PSI	20	0.002812357	0
cell228	BFE	10	0.11709839766666667	93
cell228	BFE	12	0.12859684433333332	129
cell228	BFE	14	0.13819298433333332	154
cell228	BFE	16	0.14727637066666666	183
cell228	BFE	18	0.169151436	227
cell228	BFE	20	0.20122399566666666	277
cell228	PSI	10	0.054962995333333334	93
cell228	PSI	12	0.059883935666666666	129
cell228	PSI	14	0.06416968933333334	154
cell228	PSI	16	0.06945179233333333	183
cell228	PSI	18	0.08108247733333332	227
cell228	PSI	20	0.09101535699999999	277
cell229	BFE	10	0.045948539	10
cell229	BFE	12	0.04704112966666667	12
cell229	BFE	14	0.047372731333333334	13
cell229	BFE	16	0.05292974	16
cell229	BFE	18	0.055211209	20
cell229	BFE	20	0.07258188666666666	21
cell229	PSI	10	0.016915452333333334	10
cell229	PSI	12	0.015445227666666667	12
cell229	PSI	14	0.017019775666666667	13
cell229	PSI	16	0.019694486	16
cell229	PSI	18	0.020447341999999997	20
cell229	PSI	20	0.028296086666666668	21
cell23	BFE	10	0.058386193	1
cell23	BFE	12	0.06318209866666666	5
cell23	BFE	14	0.07074036233333333	5
cell23	BFE	16	0.07449106033333333	12
cell23	BFE	18	0.07776128299999999	19
cell23	BFE	20	0.08652854666666666	21
cell23	PSI	10	0.02348989866666667	1
cell23	PSI	12	0.028003590999999998	5
cell23	PSI	14	0.026982183666666666	5
cell23	PSI	16	0.03081755066666667	12
cell23	PSI	18	0.03363388466666667	19
cell23	PSI	20	0.04696464266666667	21
cell230	BFE	10	0.022372536666666668	0
cell230	BFE	12	0.022494513666666667	0
cell230	BFE	14	0.022220779333333333	0
cell230	BFE	16	0.022698137	0
cell230	BFE	18	0.022484896666666667	0
cell230	BFE	20	0.02292165	0
cell230	PSI	10	0.004511980333333333	0
cell230	PSI	12	0.004381031	0
cell230	PSI	14	0.004669244666666667	0
cell230	PSI	16	0.004497943	0
cell230	PSI	18	0.004466973666666666	0
cell230	PSI	20	0.0045984	0
cell231	BFE	10	0.060235006	9
cell231	BFE	12	0.07796078499999999	29
cell231	BFE	14	0.090263091	46
cell231	BFE	16	0.09984499266666666	67
cell231	BFE	18	0.11357265866666666	89
cell231	BFE	20	0.13074494833333333	106
cell231	PSI	10	0.024059277666666667	9
cell231	PSI	12	0.033827659333333336	29
cell231	PSI	14	0.03860666233333334	46
cell231	PSI	16	0.04405231833333333	67
cell231	PSI	18	0.051433525666666674	89
cell231	PSI	20	0.052669764	106
cell232	BFE	10	0.023033526666666665	0
cell232	BFE	12	0.038047569999999996	3
cell232	BFE	14	0.03816285166666667	3
cell232	BFE	16	0.038680712	3
cell232	BFE	18	0.038242098	3
cell232	BFE	20	0.03871712533333333	3
cell232	PSI	10	0.005497549	0
cell232	PSI	12	0.0077391759999999995	3
cell232	PSI	14	0.007661177333333333	3
cell232	PSI	16	0.007686799333333333	3
cell232	PSI	18	0.007733805000000001	3
cell232	PSI	20	0.007790899333333334	3
cell233	BFE	10	0.04119884333333333	0
cell233	BFE	12	0.04139693333333333	0
cell233	BFE	14	0.041156978	0
cell233	BFE	16	0.04330481533333334	0
cell233	BFE	18	0.042973104000000005	0
cell233	BFE	20	0.044617807	0
cell233	PSI	10	0.015654239333333334	0
cell233	PSI	12	0.016024789333333334	0
cell233	PSI	14	0.015826520333333333	0
cell233	PSI	16	0.02045397566666667	0
cell233	PSI	18	0.016994444	0
cell233	PSI	20	0.018749722	0
cell234	BFE	10	0.033147843333333336	0
cell234	BFE	12	0.033159997000000004	0
cell234	BFE	14	0.033156	0
cell234	BFE	16	0.03303438366666667	0
cell234	BFE	18	0.03288213466666667	0
cell234	BFE	20	0.033539018	0
cell234	PSI	10	0.010390455666666666	0
cell234	PSI	12	0.010293504666666667	0
cell234	PSI	14	0.010657424666666667	0
cell234	PSI	16	0.011085339333333335	0
cell234	PSI	18	0.01190168	0
cell234	PSI	20	0.012798549999999999	0
cell235	BFE	10	0.030484637333333335	0
cell235	BFE	12	0.030866488	0
cell235	BFE	14	0.030700298666666667	0
cell235	BFE	16	0.031073095333333335	0
cell235	BFE	18	0.030493505	0
cell235	BFE	20	0.03690552166666666	0
cell235	PSI	10	0.009241971666666666	0
cell235	PSI	12	0.009359786333333332	0
cell235	PSI	14	0.009512665666666666	0
cell235	PSI	16	0.009326759333333334	0
cell235	PSI	18	0.00936733	0
cell235	PSI	20	0.011206762666666667	0
cell236	BFE	10	0.04544851366666667	3
cell236	BFE	12	0.045952381333333334	4
cell236	BFE	14	0.048552129666666666	8
cell236	BFE	16	0.048031653	8
cell236	BFE	18	0.048446144000000003	8
cell236	BFE	20	0.058266143666666666	11
cell236	PSI	10	0.012258049000000002	3
cell236	PSI	12	0.012567644666666666	4
cell236	PSI	14	0.023456139333333334	8
cell236	PSI	16	0.016851585333333335	8
cell236	PSI	18	0.024256420333333334	8
cell236	PSI	20	0.022992041666666668	11
cell237	BFE	10	0.026239489666666668	0
cell237	BFE	12	0.026407664	0
cell237	BFE	14	0.026730206333333333	0
cell237	BFE	16	0.026489827000000004	0
cell237	BFE	18	0.026060465999999997	0
cell237	BFE	20	0.02676436	0
cell237	PSI	10	0.007424175333333334	0
cell237	PSI	12	0.0072833310000000005	0
cell237	PSI	14	0.008287123666666667	0
cell237	PSI	16	0.007080640333333334	0
cell237	PSI	18	0.0073109716666666675	0
cell237	PSI	20	0.008077488666666667	0
cell238	BFE	10	0.019728896333333332	0
cell238	BFE	12	0.019964847	0
cell238	BFE	14	0.021268450666666668	0
cell238	BFE	16	0.021238835999999997	0
cell238	BFE	18	0.03845600466666667	5
cell238	BFE	20	0.04053543166666667	6
cell238	PSI	10	0.003272126	0
cell238	PSI	12	0.00462523	0
cell238	PSI	14	0.004659104333333333	0
cell238	PSI	16	0.0050220916666666665	0
cell238	PSI	18	0.007571291333333333	5
cell238	PSI	20	0.02118410466666667	6
cell239	BFE	10	0.095750051	70
cell239	BFE	12	0.11228653366666667	95
cell239	BFE	14	0.12850230333333332	114
cell239	BFE	16	0.135527423	141
cell239	BFE	18	0.15294928466666668	175
cell239	BFE	20	0.162717531	207
cell239	PSI	10	0.04492520233333333	70
cell239	PSI	12	0.04936139233333334	95
cell239	PSI	14	0.060612279	114
cell239	PSI	16	0.060799420666666666	141
cell239	PSI	18	0.06479210633333334	175
cell239	PSI	20	0.06808029266666668	207
cell24	BFE	10	0.054912813	12
cell24	BFE	12	0.06871447766666666	12
cell24	BFE	14	0.05693012433333333	14
cell24	BFE	16	0.07537724666666666	24
cell24	BFE	18	0.07796955966666666	31
cell24	BFE	20	0.07991921566666668	38
cell24	PSI	10	0.030625411333333335	12
cell24	PSI	12	0.022407126666666666	12
cell24	PSI	14	0.03255581366666667	14
cell24	PSI	16	0.028236373	24
cell24	PSI	18	0.029425175333333334	31
cell24	PSI	20	0.03246161266666667	38
cell240	BFE	10	0.07338722733333333	24
cell240	BFE	12	0.08016577500000001	38
cell240	BFE	14	0.08594951066666667	52
cell240	BFE	16	0.096023225	70
cell240	BFE	18	0.10699648266666666	87
cell240	BFE	20	0.11858465333333335	112
cell240	PSI	10	0.028196727333333334	24
cell240	PSI	12	0.033113241	38
cell240	PSI	14	0.037799177	52
cell240	PSI	16	0.042716414333333334	70
cell240	PSI	18	0.04929809166666667	87
cell240	PSI	20	0.052356627	112
cell241	BFE	10	0.06526647733333334	9
cell241	BFE	12	0.05201127433333333	12
cell241	BFE	14	0.068992541	21
cell241	BFE	16	0.07570017333333333	28
cell241	BFE	18	0.077681628	36
cell241	BFE	20	0.08384338433333334	50
cell241	PSI	10	0.019872653333333334	9
cell241	PSI	12	0.029755799333333333	12
cell241	PSI	14	0.026853945333333334	21
cell241	PSI	16	0.029855636666666664	28
cell241	PSI	18	0.03277605533333333	36
cell241	PSI	20	0.03621278566666667	50
cell242	BFE	10	0.05667143366666667	20
cell242	BFE	12	0.060161160666666665	21
cell242	BFE	14	0.07315702900000001	29
cell242	BFE	16	0.07582462733333332	32
cell242	BFE	18	0.08024686333333333	37
cell242	BFE	20	0.08132647033333334	42
cell242	PSI	10	0.02286102	20
cell242	PSI	12	0.022516615666666667	21
cell242	PSI	14	0.02929070766666667	29
cell242	PSI	16	0.031695129333333336	32
cell242	PSI	18	0.033490613333333336	37
cell242	PSI	20	0.036120883	42
cell243	BFE	10	0.033954648000000004	0
cell243	BFE	12	0.03407447733333333	0
cell243	BFE	14	0.034261617	0
cell243	BFE	16	0.034318703666666665	0
cell243	BFE	18	0.035704186	0
cell243	BFE	20	0.03616570066666667	0
cell243	PSI	10	0.011110588000000001	0
cell243	PSI	12	0.010915436666666667	0
cell243	PSI	14	0.010612486666666667	0
cell243	PSI	16	0.010948631333333333	0
cell243	PSI	18	0.013125176	0
cell243	PSI	20	0.014600472333333333	0
cell244	BFE	10	0.061482696333333337	9
cell244	BFE	12	0.068755838	12
cell244	BFE	14	0.07950535633333333	26
cell244	BFE	16	0.08172814066666667	34
cell244	BFE	18	0.09977223	58
cell244	BFE	20	0.11663039600000001	77
cell244	PSI	10	0.026292878333333332	9
cell244	PSI	12	0.028752513	12
cell244	PSI	14	0.03491440033333333	26
cell244	PSI	16	0.036501212666666664	34
cell244	PSI	18	0.04566309133333333	58
cell244	PSI	20	0.05443431966666667	77
cell245	BFE	10	0.06628563466666666	12
cell245	BFE	12	0.06646820233333332	12
cell245	BFE	14	0.07615344166666667	18
cell245	BFE	16	0.07999544466666667	27
cell245	BFE	18	0.083350274	34
cell245	BFE	20	0.09214190533333333	40
cell245	PSI	10	0.027213623000000003	12
cell245	PSI	12	0.026830791000000003	12
cell245	PSI	14	0.030685938	18
cell245	PSI	16	0.03451931366666667	27
cell245	PSI	18	0.03686149366666666	34
cell245	PSI	20	0.040726775666666666	40
cell246	BFE	10	0.019855671666666668	0
cell246	BFE	12	0.019595656666666666	0
cell246	BFE	14	0.019976226333333333	0
cell246	BFE	16	0.020349028	0
cell246	BFE	18	0.020379952	0
cell246	BFE	20	0.021387068999999998	0
cell246	PSI	10	0.003723547666666667	0
cell246	PSI	12	0.0035077683333333337	0
cell246	PSI	14	0.0034089096666666666	0
cell246	PSI	16	0.0034793876666666668	0
cell246	PSI	18	0.003514470333333333	0
cell246	PSI	20	0.0037344513333333333	0
cell247	BFE	10	0.044820137333333336	3
cell247	BFE	12	0.04511306733333333	3
cell247	BFE	14	0.04893220866666667	8
cell247	BFE	16	0.05078825	8
cell247	BFE	18	0.05455206533333333	20
cell247	BFE	20	0.05749507466666666	21
cell247	PSI	10	0.018780261666666666	3
cell247	PSI	12	0.015416247666666667	3
cell247	PSI	14	0.024719486333333335	8
cell247	PSI	16	0.027750528666666666	8
cell247	PSI	18	0.025857885333333334	20
cell247	PSI	20	0.03408829433333333	21
cell248	BFE	10	0.08469059133333334	33
cell248	BFE	12	0.09554091166666666	46
cell248	BFE	14	0.10776117266666667	69
cell248	BFE	16	0.10878189733333334	73
cell248	BFE	18	0.11272580666666668	83
cell248	BFE	20	0.13634748833333332	98
cell248	PSI	10	0.03805478833333333	33
cell248	PSI	12	0.042714641	46
cell248	PSI	14	0.048380399000000004	69
cell248	PSI	16	0.050814974666666665	73
cell248	PSI	18	0.05413291433333333	83
cell248	PSI	20	0.06290913666666667	98
cell249	BFE	10	0.06689575633333333	15
cell249	BFE	12	0.08333852000000001	35
cell249	BFE	14	0.094822445	48
cell249	BFE	16	0.09973348733333333	63
cell249	BFE	18	0.10351837700000001	79
cell249	BFE	20	0.111940248	87
cell249	PSI	10	0.028811054	15
cell249	PSI	12	0.03721687666666666	35
cell249	PSI	14	0.041978222	48
cell249	PSI	16	0.045204640000000004	63
cell249	PSI	18	0.049033454	79
cell249	PSI	20	0.052252562333333336	87
cell25	BFE	10	0.04622799733333333	4
cell25	BFE	12	0.051244761666666666	7
cell25	BFE	14	0.050402238333333335	7
cell25	BFE	16	0.04876815933333333	9
cell25	BFE	18	0.051875803666666664	9
cell25	BFE	20	0.050255665000000005	12
cell25	PSI	10	0.016164980333333332	4
cell25	PSI	12	0.024461172666666666	7
cell25	PSI	14	0.020980376999999998	7
cell25	PSI	16	0.023581938333333333	9
cell25	PSI	18	0.029332095333333332	9
